Taxa	NEEN.011	NEEN.012	NEEN.013	NEEN.014	NEEN.015	NEEN.016	NEEN.021	NEEN.022	NEEN.023	NEEN.024	NEEN.025	NEEN.026
6337b308d49ea78bc68f9100ca6c62b4	0	0	0	0	0	0	0	0	0	0	0	0
c2236727ffae6d3d4521989084fcbe7b	0	0	8	0	0	5	0	0	0	0	0	0
721bbde09abf2f51fc7d8caeab5b22f1	22	14	13	23	11	15	10	9	49	59	79	77
4afbf45f017f69e11e9987ce9b6181c6	0	0	0	0	0	0	0	0	0	0	3	0
c95e3703cd5953c54f74dcaada1b4d11	0	0	0	0	0	0	0	0	0	0	0	0
b1d42839235884b6341cc6faed8133c8	5	0	0	0	0	0	0	0	0	0	17	15
4dc6ef51a9b73f8ee1743f3703acbf21	0	0	0	0	0	0	0	0	0	0	0	0
10ff4631cc5198bb5add391eccbd5a09	7	0	0	23	0	3	13	13	26	0	15	21
09aa3b3ecd6f6b9fe32a08085c562bc2	12	21	28	5	3	11	14	17	17	4	0	8
405600e715167b5f59ca7a6438a970e2	115	0	0	121	61	32	0	0	0	0	59	57
a5badf213766c0901ad04a3954c3605c	0	0	0	0	0	0	0	0	0	0	0	0
59e154bb767e030d5bb084429909dc38	0	0	3	0	0	0	0	0	0	0	0	0
60f93fed83d17d00026301844c347826	39	21	38	34	111	114	43	49	41	26	0	0
446b888f8119b56e60b68ad01e3dd288	0	0	0	0	0	0	0	12	0	0	0	0
e5d55481f7455ae8a4620451dc7ac39a	0	16	9	33	29	0	0	0	0	2	5	9
6b08596cd7fa0727c16c28d4e0aacdbd	0	0	0	0	17	0	0	0	0	0	10	9
c674c60be5fdee49a7f9a7400628516b	0	13	0	8	0	0	4	0	8	0	0	0
d7ef89fbe0b04fbcfcd1261bbba40170	0	0	11	0	0	0	0	7	0	0	17	43
7f376708c68ed6179a0a511813741711	0	0	0	0	0	0	0	0	0	0	0	0
9990556a758f00dd3256d20da02f2b65	0	0	8	0	13	0	0	16	13	6	0	8
6e5be229dd49e819c917d2ae8b72610b	74	52	46	82	0	57	41	47	36	23	7	20
f64f55b1af9b863086103dbf76e94e9f	44	31	0	0	45	0	0	0	0	0	0	0
79021d09f56f5a9d31ee75070bcf7f5e	0	0	0	6	0	0	0	0	0	0	15	0
2a89717b521dc276ae1bd08090909dc4	97	145	221	151	148	206	107	125	229	148	117	88
9f4373f8c06d8d3224c4a427ef0d8b24	0	0	0	12	0	0	0	0	0	0	0	0
621c47eba23ae9c542cbea58e92ff9b2	0	0	0	6	6	0	20	0	9	0	0	0
021b898345f1a2b66c1e0da5f63a93c6	72	62	50	60	32	32	50	31	34	25	44	32
2c03d1d1b74f0bcca4004949d91a8498	0	0	0	0	0	0	0	0	0	0	0	0
2f613f086b32cfde3f9f173f2f36c2eb	0	8	0	0	0	0	0	0	0	0	0	0
ac2264973e2da89f1d291df03a384eaf	0	8	0	0	0	0	0	0	0	0	0	16
ebc4cebda1feae3f47fdb85cb7ec8152	5	0	0	0	0	0	0	0	0	0	0	0
303a7154d796227f169b54201738c2ac	9	0	0	13	0	0	0	0	0	0	0	0
fb71e6e811a74ca8b3b715fa97fc28d9	4	15	4	7	6	0	5	0	0	0	0	0
149465e40c1bdbc6230588a58a4d6eb0	0	0	0	0	0	0	0	0	0	0	0	0
61fb5ca7cdf03302d8aa64792733a5eb	6	0	0	3	0	0	19	17	5	0	5	4
2049cb044cbe760209d1a4b23f115485	0	0	0	0	0	9	11	0	0	0	0	0
3f574a1c6ddd83e13a9f0c0d99628511	0	0	0	0	0	0	8	6	0	0	0	0
503ec9c9c280d85166ed0d80cc17a73f	0	11	8	0	0	0	0	0	0	0	0	0
731f05b0a2cd5a295eed1bf67823ec44	0	0	0	18	22	20	52	14	61	0	0	0
c2c99a964424db8c4521ae10c2230b1d	0	0	0	0	0	0	0	15	0	0	0	0
b9ed1a2c86edb972db7742981e6901da	14	18	17	10	0	13	10	12	13	20	13	12
cd8d2ddb88bbe44dfa61a34dfd244b0b	11	9	12	7	9	7	10	11	11	0	0	8
667e2095050a61e299876d8b5b13a0fc	0	0	0	0	0	0	0	0	0	0	0	0
75bd82a728427b9fe0161be3977a9dee	6	9	12	6	0	4	0	6	8	5	3	0
1ec78cf2c330d5a8e7c5c57640213633	0	4	0	0	16	11	7	19	8	0	0	0
914cd932c40f857f5730b165792e560d	17	22	21	18	9	11	14	4	18	18	16	19
4ac5de6617d5b4d5201a8d2d98c785e7	7	0	0	0	0	0	0	0	21	20	14	10
d85f7c80c1ad16d5903ce9d78ade5916	0	0	0	0	0	0	0	0	0	0	0	0
f0f49cfc0e017d94d79c5343ebb84b57	0	0	0	0	0	0	0	0	0	0	0	0
b2097d12843899152a99e4faeb92e3e6	13	0	24	20	14	24	13	22	39	23	16	23
f46fb27c910cdc08b14ef44ef5fe22ea	0	0	0	0	0	0	0	0	0	0	0	15
501a3e687c65822914e1a727e5f43331	40	47	28	44	21	20	31	54	42	39	30	41
4cf188972b8d1634a23e12f740f5f998	0	0	0	0	0	0	0	16	0	0	0	0
85ad3838de9cd515fe87a67ecc1e8637	11	7	7	0	5	13	14	16	22	0	0	0
55e62a37d75f2f867ef4733f85b82a45	0	0	0	0	0	0	6	0	9	0	0	0
d925f54f2129619db22eb998d6021440	0	0	0	0	11	11	0	18	20	0	10	8
0f2a5acc53e55f2c9f0c7409421dc5a0	46	36	28	21	38	46	20	25	31	19	20	15
ab620840ec71573b9d4fd3816bc52d02	0	0	0	0	0	0	0	0	0	0	0	0
7aed90fb085e16c3c98bfa68130096d0	21	8	13	10	11	24	14	13	23	18	9	8
ee92daa238d9b91f85aef29b32ee15c0	3	12	0	9	9	12	0	0	13	5	0	2
c518773de1fa8f58aebfc3c18e017d10	0	0	0	0	0	0	0	0	0	0	0	0
4927f5442b2fec699888689c4d58db0d	8	0	0	0	0	0	8	0	0	0	0	0
12470c486f558c083c46b45408cae9c6	38	42	28	19	16	22	19	19	16	12	17	25
e3811dd729c742150d8c1c5f6e40c5a9	0	0	0	0	0	12	0	0	0	0	13	4
cc82a5a0b284dea47583c8afa5a99755	43	52	68	47	30	42	39	32	80	32	37	62
840320d7f6d7e9149a050f538af0f1f2	0	0	0	0	0	0	0	0	0	0	0	30
14e78619269b8c45554ab4a8ddf2f22c	30	22	29	33	22	51	30	34	43	0	0	13
533d12102a68064994d75cd26a0fe0e8	0	13	27	0	0	0	0	12	18	0	14	13
46106f5c1a2dda999551e9675cd3568d	0	0	0	0	0	0	0	0	0	0	0	0
ecb3759e804e8c86d9fb0de817207fe9	43	79	92	48	58	70	151	99	92	31	15	21
c5aad5ebe154556c8422b669638c0745	198	133	162	219	84	77	95	81	135	63	45	67
7d518e827d9d6a525a3c1d4b64bdc73c	40	15	57	29	46	32	55	39	38	15	26	28
c333e71d2ae296d13529e42b9b680c87	0	0	0	0	0	0	0	0	0	0	6	0
5f6bdc3dace0a57c79c3b16b0ec58117	0	10	0	0	0	0	0	0	0	0	0	0
d6407426a326d0bd8663a18e3e7f38b3	0	0	0	0	0	0	0	0	0	0	0	0
5a84cbca09090824be95118781802f82	9	0	0	0	0	0	0	0	0	0	0	0
1e66289327edd690ec0ad509d4257101	0	0	0	0	8	10	0	0	0	0	0	0
515ad3b9f531ee0ac0f1cfb15b74f61f	0	5	0	0	0	0	0	0	0	0	0	0
ee766857ab5fc018ac26632146bc90e1	63	73	104	74	57	85	55	69	84	41	45	48
c0edea80a4d623eb75e03daa3536a4dc	0	0	0	0	0	0	0	0	0	0	0	0
48120f2d28136884787660eb4953652a	22	38	36	36	42	53	30	48	33	25	39	32
680b2a1833c5c2699fe4d5dea7cc0960	20	15	21	11	14	13	9	13	15	0	0	11
00dbcec69924cc7694d15fa0e7d8ad8c	0	0	0	0	0	0	0	0	0	0	0	0
e8d9cf1269b3bc64d0ea83e604600031	64	85	90	75	0	49	104	116	90	59	50	51
c19c906ba229e4d72bd09632ac4b6a9a	0	0	0	0	0	0	0	0	43	0	0	0
f3e9d78daeea42d345080748e31ae3dd	134	139	96	137	89	96	111	106	133	66	171	184
d1276b57b5c5112b25ebace385611d4c	24	0	0	0	0	0	0	22	0	0	0	0
20ac30224f0d6923615fbc03ac84563f	36	27	31	40	25	50	0	25	37	0	18	30
958d78a02bef69a795806f97adb117ea	108	79	167	115	81	111	76	109	125	54	100	96
7807a7c66b7e44dcda14bb67b2e6a4b4	11	0	0	0	0	0	0	0	0	0	0	0
7215e6796de3e835c8879da79b1b708d	14	23	24	24	14	10	13	22	20	14	10	9
7963654625b74816cd1eb1373a31352b	0	0	0	3	0	4	0	0	10	8	0	0
dca5bc29c8ae92cee48c6ec73347a13b	0	0	0	0	0	17	4	0	0	0	10	6
1a9df3fbbc7fc8cecec4239cf801d2fc	0	0	0	14	20	18	0	0	0	0	7	21
2747bd94a19fbfa82f1e90e326d2f100	0	0	0	0	5	0	0	0	0	0	0	5
851bd80d021dcf4e9f3f11e95310927c	0	15	25	16	14	13	0	18	11	0	8	16
bf34422106e5974ddf75216e2c05273c	50	83	115	121	101	68	108	158	239	124	173	268
b626f138b38869370e731ee3adb7cb20	0	0	0	0	0	14	0	0	0	0	0	0
e2f7a842202a007080729d9ad28399fd	26	17	10	24	26	17	0	11	12	0	9	0
b454c56ae7923cac07b03196d8b77304	55	47	31	139	28	19	22	24	20	23	11	0
ce78414357068359ddae6a47b6592a08	97	141	101	104	102	155	71	82	173	81	99	191
65b43ef12cd01434a8f7c309eccd229b	15	17	11	24	21	14	9	22	0	0	0	0
86555947ddfc576c1bb9c42deb3998df	0	0	13	0	0	0	0	0	18	15	18	19
924ab5cb47309a83e71d60320378d194	136	87	141	99	67	114	49	78	88	48	61	76
7a8d0125158d1dded935e4652afc68d7	6	0	0	0	0	0	9	13	0	0	0	9
6a8118b17d1d40cf877db24449ceb616	57	53	78	98	68	73	34	67	101	74	103	109
401e9cda8dd173db76e03cfe30f2274e	12	21	82	9	0	0	25	30	15	13	14	0
920a4d1a3e7643a60851fd9c292f5b09	11	28	26	21	19	24	23	23	17	0	19	0
d92d53b67f4b4a2516ca359494db4c24	0	0	0	0	14	0	0	0	0	16	0	25
045acd620c390c80b3447bae8b6a039b	17	0	12	0	25	6	15	11	41	10	10	15
ef7a59a2c2a260e03e8e6df36b757be8	0	19	10	14	19	25	0	15	0	0	7	13
d3afd2a72e2802c2cedb6df13114f976	0	0	0	0	0	12	0	10	10	7	0	0
dbf83ada1041e3b4fdac47d2dee0a5e5	0	0	0	0	0	0	10	0	0	0	0	0
912487364b4fda5993a03f47d60111e9	37	56	54	50	32	51	22	30	45	25	22	40
2dfc021ab6895ae3b4c956d50052f17e	0	0	17	0	0	17	21	0	0	0	0	15
8da18b476b64f6f053647455b6890f80	566	484	582	565	421	364	305	399	368	270	407	333
26ee5cc033fe90d66abb46599510136d	0	0	0	26	0	0	0	0	0	0	0	0
273fa0191072af3d33e32271b35c8f18	11	10	0	0	0	26	0	23	16	0	0	6
7376eb30d4a59d2e35c4a558fa824a08	0	0	21	27	7	0	0	0	0	0	0	0
d06a285ea63bd5cc53a4b0e46d0cdd72	0	0	0	0	0	0	18	0	0	0	0	0
885af48524af5ccac2ffcff5abf6c1f9	0	0	0	0	0	0	0	0	9	0	0	0
4066e07db1bae989fd02d771401e3b09	0	0	0	0	0	8	0	26	0	0	0	0
81f59f6a76c8682de1719c97b5b24173	29	20	12	23	15	14	13	24	13	0	23	26
99ee92e36a3bfda54437f2370facd8c8	12	15	29	0	0	13	23	19	19	9	0	0
2783cfb6d7de15a25ef63622271a1119	0	0	0	0	0	0	0	0	0	0	4	0
55f2658f7b605509d87faed6518dd8f7	0	0	0	0	0	0	0	0	16	0	0	0
7f9e1fbf398c63281f0304095da84988	0	0	0	0	0	0	0	0	0	0	0	0
85db0d60e8985f5dd02b1b3c10e2c371	0	0	0	0	0	0	0	0	0	0	0	0
2197e3c697e9c1427ae1c3277d3c71f9	0	0	0	0	0	6	0	0	0	0	0	0
3a0c3715dd9f87439ce1e19c41ec0802	0	0	0	0	0	0	0	0	0	0	0	5
e5ee1d85ad16f8c94333754ffe9430ff	48	62	65	47	43	52	55	67	74	46	44	64
00257344a745394a66444d38dbd49b6f	0	3	0	0	0	0	0	0	0	0	0	0
16c45a0af241dd3bd6972350fc62e47f	0	0	0	0	0	0	0	0	0	0	0	0
7799200040e84123975fe96a93db4500	0	0	0	0	0	0	3	0	0	0	0	0
edd20430f064018eb7b670a471d94c3b	0	0	0	0	0	0	0	0	0	0	0	0
91480d7ac14d64784f4ab4c09c88bffe	0	0	0	145	0	143	0	140	0	0	0	0
836bfc88bc7799209a2398d0ee5fc221	0	87	105	144	0	0	0	0	0	74	49	531
8306e6c44e5ad0b727a1843d6b05767e	39	44	64	62	13	46	31	507	34	243	85	36
2f1b870f0df4f964406062eeb841f668	0	0	0	0	0	0	0	266	15	54	0	0
e61b52cd3ace83b9a3515c17c6438a87	777	734	1133	1884	169	225	245	223	307	310	0	234
c0ce7966849fc5b3c2cfa51fa0b01edc	0	0	0	0	0	0	0	0	0	0	0	0
f76f9398a707c47754f8308d099abd13	0	0	0	0	0	0	0	0	0	0	40	24
94d0b9ded26f846ff15de4f3e4f0da6f	0	0	0	0	0	0	0	52	139	0	0	0
2a7cbb47c175578cac650fe04b7f171e	0	0	0	0	0	0	0	61	138	0	0	0
a490e1b882ad784ba673e53304d25896	0	0	0	0	0	0	37	69	143	0	0	0
df1e3080300aed496c300246714bd838	0	18	0	87	0	0	0	51	127	19	44	29
ea7fdec3b5eae1d7442f920a759e2813	0	0	0	0	0	0	0	64	83	0	0	0
c33ca51a04c665085e119ae4b6c96fc8	0	0	0	127	0	119	0	0	0	0	0	0
b8455681fc92d051fdd023aa62417fb3	2354	2616	3780	6831	613	980	529	1200	818	1013	188	2935
f313072fc920c0d190de49c6729bed51	0	0	0	0	0	0	0	0	0	0	0	0
7986ebef50cc6268d450a21b9157d4c3	0	0	0	0	0	0	0	0	0	0	52	33
6a80c4d47b44c692aeab74181c5fe012	0	0	0	0	0	0	0	0	0	0	0	0
c7eae2731b14731bb0f37c78033e4a28	0	0	0	0	0	0	0	0	0	0	0	0
934b1ae719df62ead4cfe21925f42049	18	11	85	3	6	10	12	7	14	20	0	0
909b4b6e0c056f2740181a716f843e8b	0	0	0	0	0	0	0	0	0	0	17	0
c7e785c8e289c83881a0d6d6c5038baa	0	0	0	19	12	5	0	0	0	0	0	23
4380abc163ecefa354d7002925971253	3	0	0	0	9	12	6	0	0	0	0	0
fded9ff7f54a838e9511e58e26c46064	0	12	0	0	0	0	0	0	0	0	0	0
5f09dad8d3b88d5dcdce31030983c51c	0	0	0	0	14	27	0	0	0	0	9	5
b0f809cbabf3ac99182581ec095868b2	0	0	0	0	0	0	0	0	0	0	0	0
e791655d0751a7b94c3da722891dbb60	0	0	0	0	0	0	0	0	0	0	0	0
81a2990f9cfa961fada745053a685388	0	0	0	36	39	0	120	90	58	0	44	39
a58acef811c6ca603a8985c5950d2405	0	0	0	0	0	0	0	0	0	0	0	0
92cacd5cf65022777afd65aeeb844c27	0	0	0	0	0	0	0	0	0	0	0	0
b155d97b79acc3086ce118451afa0124	500	287	453	232	166	244	229	120	516	384	266	504
00cd2f68603124759047487807589f27	21	33	15	14	21	18	6	11	56	10	38	27
9fac45309651b2907fa6715ab127400c	36	10	16	10	0	8	10	20	10	0	0	0
acd5756c803df3f582bc0361513b8c70	0	0	0	0	0	0	0	0	0	0	0	0
ac28c199405fa8466bdedf16d456edbc	396	292	408	288	158	283	210	245	353	258	298	335
ffad5cbaf6056b4fc3a547684c849841	0	0	0	0	0	0	0	0	0	0	0	0
6c921e3ae0af506f54295d074ca071bc	687	748	3135	1041	271	433	1431	905	423	371	145	349
c67805e12dc927c5b3ba6b192381ecf7	136	68	0	85	53	0	0	0	0	0	0	0
d6443ae1b639b169177263669b3256d9	0	0	0	0	0	0	0	0	0	0	0	0
21a2a9b12d5394c6301fa0490f72f96f	0	12	0	0	0	5	12	17	0	0	14	16
af702a0c8bb313567e06504faf80942f	0	0	14	0	0	0	0	0	9	8	0	0
a9bb943f579e2a70186c19aae1c8ea0a	0	16	21	14	10	35	199	13	134	113	21	142
ee2b075d002ffc1be2e0cab83c6e4d44	0	0	0	0	4	0	0	0	0	0	0	0
19461fa04167e165a5d4a27e14c8226d	0	0	0	0	0	22	0	0	0	0	139	129
04fc2a013ca103abb05f583df51dd717	24	0	0	0	0	0	0	0	0	0	0	0
8bc38c3373b9d45eed6aa5a1d3c9dcd8	0	0	10	0	0	0	0	0	34	35	14	30
238e0fbcac917cbfa3de2e6c3e1241c8	0	0	0	0	0	152	0	38	0	37	0	0
b1915600b82ca5a269b4193ac247822f	0	0	0	0	0	0	0	0	0	0	0	0
f9f1a44c550f1bf4e1814e3c92c83462	0	0	0	0	0	23	0	0	0	0	0	0
13506518b825bfbd65794347af5958c6	0	0	0	0	0	0	0	0	0	27	21	14
a80466eb93811bc792e1524c6afc316a	0	0	0	0	0	72	113	125	0	0	22	114
82e0302671bd7beff0fc58ee1d09a85b	190	189	36	175	39	0	0	54	63	18	0	0
41968913d9ca2d9dfd73c99f7947bb01	32	107	44	120	79	84	0	0	80	38	190	165
8bc48c8a36818b9f4ff4f18b377e5bf6	0	0	0	0	0	0	0	18	61	81	133	14
23462e39e31bf2d1bc4d7864ca01462b	0	0	0	0	0	0	0	0	0	0	0	7
a04d23062fb73d371c2d57828f92e027	37	0	0	3	0	0	0	0	0	41	37	57
a0c34a2e18312e1fa31bacda1fc03b60	0	0	0	0	0	0	0	0	0	0	31	64
09fe878f37fdb48cdc41797c656c05b2	0	0	0	0	0	0	6	0	0	0	0	0
8c65d91e013525d1c8606fab40e0a88b	0	0	0	0	0	0	0	0	0	0	116	86
d4dda2c83187c9d33ef042c074b666b1	0	0	0	0	0	0	0	0	69	40	143	86
3b0ad10d8b65188ed821ad66f710b506	0	0	0	0	0	0	0	0	0	0	0	0
beb1407c19f7fa27ce3bbc0aa7f36157	0	0	0	0	0	0	0	0	0	0	0	0
acf76b1f22c9536ca982df6f9b0219da	0	0	0	0	0	302	0	0	0	0	0	0
d3d5f57b1c8aafeca61afdb1627d2990	561	251	225	174	260	194	175	145	1023	739	530	652
a10ad900d3609fd1ec476ae53fd293ee	173	82	57	0	0	0	0	0	0	83	0	0
3e064c3f883fdd051884a58537182eef	0	0	0	0	7	0	0	12	11	13	0	0
e238c6f976254aa34d2106b20782549a	0	0	0	0	27	45	56	28	44	32	31	50
2bfd220284f4208a729f67f3f6f073c3	43	52	35	35	0	0	0	0	27	0	0	0
c1fb523690f4db6515ed0ab146d1ab8c	52	24	19	49	53	27	18	55	60	13	35	17
34acf094640c87c401f04665eb4c44fd	11	24	17	0	0	0	0	0	0	0	18	18
c220411c349b8a75624ff17ef6fd3923	122	126	161	259	209	208	134	122	966	1157	1013	523
888a5b0fe8b87a21d438245c37b9ad81	39	50	56	45	0	32	50	0	281	421	242	145
9d24a5958524b572f096d356fd33187c	0	0	0	0	0	0	0	0	0	33	90	42
d084b32d5ad7ee012fef1f2de8889355	43	23	55	23	31	19	54	93	33	23	34	53
03a1f9f63e2fa6c7bdf27d33eba2b09d	513	284	257	205	105	80	138	584	276	211	158	808
270a745647e1f4f2daefddcae78b43c7	142	70	82	76	0	0	0	142	140	0	0	274
64887d477599cd3dfb5734b05544d746	0	0	0	0	0	0	0	0	0	46	0	0
c3e8496b70f7341450e298f29c5fa4e5	123	168	147	132	78	64	44	21	44	28	0	0
9afd42dd378444442546f48115a951ec	353	139	153	127	112	453	1592	800	275	119	0	0
223141ee97781bbede60bb494d599448	91	117	196	0	0	0	0	0	0	0	146	148
b1652dc664d4e8ce2d123d26687d1204	124	143	312	228	524	454	135	109	554	411	379	283
de3f4613e9a94b62157b9f3309c18a16	119	126	193	0	0	0	67	73	31	41	211	214
3d2cd874a4eea35af603ca0c0c25c89f	15	20	54	25	25	17	110	101	16	13	23	16
48d8be76001a9d251dc030b142483539	0	0	0	0	0	0	0	0	32	0	0	0
4eb53a520f214f1caa432f16967223c8	0	0	0	0	0	0	0	0	0	0	0	0
97630dd1898c25b4934be96d197bcbc7	0	0	0	0	0	0	0	0	0	0	0	0
cb64c626e68a529f6f20274320e4b0b5	0	0	0	0	0	0	0	0	0	0	8	5
8cadcb7be6a644953d0ce8e8118a49d3	0	0	0	0	20	30	0	0	62	52	43	22
fcc84f75257e928f79853e39bb2c6d23	72	86	102	102	17	30	88	95	87	51	29	63
38e1bee25028fa024ea7320caf4c0793	0	0	0	0	0	0	0	0	0	0	0	0
283e3bb1503d6138865af985b31fbd6e	0	27	0	0	0	0	0	0	0	0	0	0
531aa5958090e7b9ccce63177bb153cc	7	11	7	10	8	0	32	31	29	19	15	35
f30c976bd39acbbfc8564c7beba4b875	0	0	0	0	0	0	0	0	0	0	0	0
6b58eab3efa3d8fc502c99815d19e932	16	44	20	18	12	15	54	70	56	26	40	36
8ad691ed2c82e37ad4174a810573160a	0	0	0	0	0	0	0	0	0	0	0	0
325ce268c8bbe026198a5ca3dbaad5b9	39	34	64	54	69	89	30	63	86	0	63	41
43f7b2bea192236465a055a5691e9735	0	0	0	0	0	0	0	0	0	0	0	0
8e6f1849d93723676dff6cb1962941a8	0	5	0	3	0	0	0	0	7	11	8	13
8e74f6f63a5f9a304aeb8284be71fd23	61	24	0	71	46	83	104	63	189	78	57	173
c75ae6008025d80134bd14e9712f9d5c	53	52	0	58	28	0	0	0	35	86	58	139
5331f57ab0f2e416cce5e856ca82bc07	0	0	43	0	0	0	0	0	0	0	0	0
9b89b811be9292552e327f16a217ee6f	25	18	19	15	20	28	28	18	58	39	29	55
a50c9cc7f2ea1d2e0fef0f0f1cee917f	0	0	0	0	0	0	21	15	0	0	0	0
6d4ab2107d92228c6751838e7dbbe697	139	39	83	59	31	29	75	74	60	34	14	11
324a68faea87d16c8e64abc6856e10e5	0	12	0	8	0	6	14	0	11	0	0	0
959b9a53f413963f0de2b48bc4ceaece	0	0	0	18	18	0	9	38	16	17	37	21
1970af775bfecdd2ca50180b69989ee0	0	0	0	0	0	0	0	0	10	0	130	37
2d0bb6d60955af65d5015fb0453df272	18	15	22	19	8	20	19	14	32	28	16	27
3883c3ab093249287e47ca21ff186ca4	0	10	9	0	0	0	28	19	0	0	10	12
9ecb011b73b151660fc0f8650ef1da00	15	0	0	9	0	18	0	0	15	22	0	0
aa19b65fa066defdc12ae4b7f2f00066	6	0	0	0	0	0	0	0	0	0	4	0
538add871396bc31fee52b4c6e73542a	0	0	0	0	0	0	0	0	0	0	0	0
25f537c4856de1617e682de90caba215	0	0	11	7	33	32	0	0	37	0	44	7
9db5855bd9b253f9c84c6b36b3e25451	0	0	0	0	0	0	0	0	0	0	0	0
b8cd8bdfb9f24acdc936b524a9d81d57	0	0	0	0	0	0	0	4	5	0	0	8
a9241ac1841b7463ed03c02216f5e93d	52	61	152	91	108	89	44	58	50	28	0	49
80dd71f0135ba7b0b937f699b90d18d8	0	0	0	0	0	0	0	0	63	0	40	81
08faf2041b38f0c8f2faa68e7d5edd31	75	22	0	37	106	120	0	44	62	62	0	51
9101d60bb370d977b78e454d1dfbc277	11	0	111	32	0	0	0	0	0	0	0	0
11104e33ee91bc69f8600bf833f055f5	0	21	157	49	0	0	29	0	0	0	0	0
2923f08e6e63848338bd8c36fca23dd0	0	0	90	30	0	0	0	0	0	0	0	0
eb780084d3c5b406ff6ff7a4734850ec	86	57	30	129	35	41	41	129	222	100	23	41
e05e0601d6b4b53c58dc0595b61f91a5	0	0	0	0	0	0	0	0	0	0	0	0
62669fe8cbcac323242a062e3c6a3386	58	72	78	40	40	13	37	84	36	16	0	7
7566bcf9eeeac8d93022dfa6b5e75ab5	0	0	6	0	0	0	7	10	9	0	7	0
185fd5fa18cb1cc8b0fa2bacf60af299	10	11	31	7	7	21	9	10	8	0	0	6
c3ff4c29778c6c86865687a4061a3382	0	0	0	0	0	0	0	0	0	0	0	0
226ab97195d19858d059fffaef17f5d7	246	175	295	193	122	92	61	65	74	85	88	87
c8738b09261f9ea1f3414e16667fac02	101	53	101	68	21	0	13	21	0	27	26	42
811f358e4e89eecbd75298ffce878cba	0	0	52	99	0	0	0	0	0	0	0	0
bf5f9d8270688749d52cb3dfea76b096	0	0	0	0	0	0	0	0	33	11	40	20
5350cb7ce82bdd6c877c33d2a14a1f19	0	0	0	0	0	0	0	0	0	0	0	0
97cedb38639c436b01657f69a87fc45b	27	63	52	0	80	237	126	90	158	0	32	26
ddb4dac009841c724d01963915728bcf	0	0	0	0	0	0	0	0	0	16	29	17
25946b1f44d8e53165785e8608641763	0	0	0	0	0	0	0	0	0	0	0	0
b1a9cbc85f1d28c19a09353ed14853e0	25	20	28	33	11	24	143	488	34	24	0	0
b96d2310701b0f232b5fec79a5474a9c	0	0	0	0	0	33	0	0	0	0	15	12
466f240b16ae7967d70c0d1c09d52b3d	9	23	7	5	10	21	0	158	0	0	0	0
5ff8e498511cf932f268d705707899f2	14	19	0	0	0	0	0	0	0	0	17	8
83675d30639c20d61e9f59c2b956ee5b	0	0	0	0	0	0	44	30	0	0	44	22
3ee3085cd6f25c2449332df3675b9eee	0	0	0	7	36	0	0	0	0	0	0	0
1935fea51cfbe50da222589365912e20	5	0	17	0	0	0	0	13	0	0	0	0
f7931e842cdbe3e397b3362b54c3ec04	0	36	34	36	19	0	0	0	0	0	0	45
681a8ee32e1e1d3ff4af9eaea413cf0d	36	0	0	0	0	24	0	0	0	0	70	52
3cec387e3e89982bf989b857f7c296d1	0	0	0	0	0	0	0	0	0	0	0	0
00d2bfd458db807e323de703ef956d04	0	0	18	0	0	0	0	0	0	0	0	0
6536a7bc84c95500ef05185628c9f407	27	27	0	34	0	16	23	0	0	0	0	0
a93780af2e54c4e6e3970ebeb5021540	0	0	0	0	0	0	0	0	40	24	10	22
516abe8aca671b9504206b90372ebe45	0	0	0	0	0	0	0	0	0	0	0	0
49278a5c999a5119dec0511de99e703a	32	30	48	23	27	41	29	47	21	15	10	19
0e72f4c11807e087591bea6763e5c0e8	0	0	0	0	0	0	0	0	0	0	8	0
a5a7486c3e60ff3d6cc20e9e6359e7ea	63	42	201	65	25	35	31	26	37	22	0	18
c75284513382fed03d61149aa4a05965	0	0	0	0	0	0	0	0	0	0	12	0
3fde62dbf738cc03eb8d8ef5f585ffbe	0	0	0	0	0	0	0	0	0	0	0	0
f0ea1e3d7fabfb8497741de9a3402b6e	0	10	0	0	0	0	0	0	0	0	0	8
26d95f66b97240febac5d7976fe5ebaf	0	0	0	0	0	0	0	0	0	0	0	0
e04cb8c96d35fee0e181a15fc4511d0c	99	80	65	58	386	442	126	329	137	148	123	151
61db0bd527e07336202fd0ff4578c042	3	0	5	0	0	5	0	0	3	0	0	0
4598e7db6dff8f019ff4f6c50dc05df4	0	8	0	0	0	0	0	0	0	0	12	0
2b33752353804e5616919765189fded9	0	0	0	0	9	29	8	56	24	0	0	0
da655131b22bfd130476359a287ed672	0	0	0	0	10	14	0	0	0	0	0	0
901c9973bde010c1a5c49023e63cc252	0	9	0	0	14	15	8	19	18	15	19	20
0f4a15d85033f63632e910d9603f3918	0	0	0	0	0	0	0	0	0	0	0	0
9a99f54878f0a70301215219d29b9139	0	0	0	0	0	0	0	0	0	0	0	0
7f416f8355eefbb8f3f6e6b3b2b1c42b	0	0	0	0	6	0	0	0	160	0	0	0
1e238cf69a93a1a2daa7c27cf7f252f1	0	0	0	0	0	0	23	0	0	0	7	0
5de6a1c6dbb2a3877889d30017c5aba4	0	0	0	0	0	0	0	0	217	95	0	0
37a7e187d35366eb6167cbe90e558af1	88	94	72	86	97	84	175	186	140	272	1130	417
e07164dc4c344fb8e6717042190ef640	0	0	0	0	0	0	0	0	331	188	0	0
